Academic Year,Semester,Course,Total Registered,Current Registered,Total Drop,Accepted Drop,Instructor,D+,D,F,A*,A,B+,B,C+,C,E,S,X,0S,18S,27S,36S,9S,16S,4S,8S,12S,45S,36A,18X,18A,W,S^,course title,telegram_file_id
2022-2023,Even,IME799,65,65,,,DPGCIME,,,,,,,,,,,,,3,11,6,44,1,1,,,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIOEGgh_-zbbwo0lb2t87TIzfmMVxIfAAKB0TEbsCkQVc-Q2Ai_Sf1JAQADAgADdwADNgQ
2022-2023,Even,IME643A,17,16,1,1,Vipin  B,,,,,2,6,6,1,1,,,,,,,,,,,,,,,,,,,FRONTIERS IN OPERATIONS MANAGEMENT,AgACAgUAAyEGAASewoS2AAIOEWgh__INss_TFCYWDF-XEjzexAABvAACgtExG7ApEFW7zKxmpJD0WgEAAwIAA3cAAzYE
2022-2023,Even,MTH752A,4,4,,,SAKTIPADA  GHORAI,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,MATHEMATICAL METHODS,AgACAgUAAyEGAASewoS2AAIOEmgh__jLF_lV_5VPt1hZSW3T1d22AAKD0TEbsCkQVVyz5eUyhlaVAQADAgADdwADNgQ
2022-2023,Even,MTH759A,3,3,,,NANDINI  NILAKANTAN,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,ALGEBRIC TOPOLOGY II,AgACAgUAAyEGAASewoS2AAIOE2gh__9dXWbcuo3ENSj6Z9RsCoi2AAKE0TEbsCkQVTeIDDkmszldAQADAgADdwADNgQ
2022-2023,Even,MTH799,58,58,,,DPGCMTH,,,,,,,,,,,,,2,1,15,41,,,,,,,,,,,,RESEARCH,AgACAgUAAyEGAASewoS2AAIOFGgiAAEFyFPAD5-DvpGNk2yiXYE9AAOF0TEbsCkQVRuSUnTN7C7qAQADAgADdwADNgQ
2022-2023,Even,NT799,6,6,,,DPGCNET,,,,,,,,,,,,,,,,5,,1,,,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIOFWgiAAELopS-_BsUI5eQCPWQhoIqnAAChtExG7ApEFUd0DzAZiDiBAEAAwIAA3cAAzYE
2022-2023,Even,PE101A,22,20,2,,SYAM  NAIR,,,,,,,,,,,15,5,,,,,,,,,,,,,,,,MORNING EXERCISE,AgACAgUAAyEGAASewoS2AAIOFmgiAAEQkOTKuj-BXKnuJCmZEtPgLgACh9ExG7ApEFX3GlX8t5cu9wEAAwIAA3cAAzYE
2022-2023,Even,CGS698E,11,10,1,1,DEVPRIYA  KUMAR,,,,1,3,2,1,2,1,,,,,,,,,,,,,,,,,,,TOPICS IN VISUAL PERCEPTION,AgACAgUAAyEGAASewoS2AAIOF2giAAEWDePiJhKhII5YQQ6eTRwwHAACiNExG7ApEFXajccSS7fedQEAAwIAA3cAAzYE
2022-2023,Even,CGS799,18,18,,,DPGCCGS,,,,,,,,,,,,,,3,4,11,,,,,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIOGGgiAAEdrO0UZ4bKVN0WEREjA0gXfwACidExG7ApEFVLlK-3chUTtwEAAwIAA3cAAzYE
2022-2023,Even,CGS899,16,16,,,DPGCCGS,,,,,,,,,,,,,,,5,6,4,,,,,,,,,,,MS - RESEARCH THESIS,AgACAgUAAyEGAASewoS2AAIOGWgiAAEibinzX1lCxi6hLYoaKhbT4gACitExG7ApEFUyvV5voQw_CgEAAwIAA3cAAzYE
2022-2023,Even,MBA733A,18,18,,,Jitender  Kumar,,,,2,4,3,5,3,1,,,,,,,,,,,,,,,,,,,BRAND MANAGEMENT,AgACAgUAAyEGAASewoS2AAIOGmgiAAEpz220ZkmdNwABpl0TfgZMh1AAAovRMRuwKRBVd8NhH7Q3aNwBAAMCAAN3AAM2BA
2022-2023,Even,CHM636A,29,26,3,3,MANABENDRA  CHANDRA,,,,,15,3,2,3,3,,,,,,,,,,,,,,,,,,,PHYSICAL PHOTOCHEMISTRY,AgACAgUAAyEGAASewoS2AAIOG2giAAEvuBMgY8fUEHJck4xECBn1fgACjNExG7ApEFXlcV8IKT-dKQEAAwIAA3cAAzYE
2022-2023,Even,ME899,11,11,,,DPGCME,,,,,,,,,,,,,,,,11,,,,,,,,,,,,MS - RESEARCH THESIS,AgACAgUAAyEGAASewoS2AAIOHGgiAAE1Fj4T2q2WOTWccjzAtUTpsAACjdExG7ApEFXmCd66uEG0DQEAAwIAA3cAAzYE
2022-2023,Even,MS604A,13,13,,,Y N  MOHAPATRA,,,,,4,2,3,,3,,,,,,,,,,,,,,,,,,,CHARACTERIZATION OF MATERIALS,AgACAgUAAyEGAASewoS2AAIOHWgiAAE7cwsj5IZa_1axtJLGb_LLVAACjtExG7ApEFVwbdeZY6SB9AEAAwIAA3cAAzYE
2022-2023,Even,CHM392A,7,5,2,2,DUGCCHM,,,,,2,1,,,2,,,,,,,,,,,,,,,,,,,UG PROJECT II,AgACAgUAAyEGAASewoS2AAIOHmgiAAFB_cRMg7Jlqd_EX6zEwbQcNgACj9ExG7ApEFVa_uD8dr5CmwEAAwIAA3cAAzYE
2022-2023,Even,CHM402A,51,51,,,DATTATRAYA H  DETHE,3,3,3,1,7,12,12,6,3,,,,,,,,,,,,,,,,,,,ORGANIC CHEMISTRY II,AgACAgUAAyEGAASewoS2AAIOH2giAAFIlOxjCraE7oaHkLzni8qIVwACkNExG7ApEFVlMMhBifeOwAEAAwIAA3cAAzYE
2022-2023,Even,CE637A,19,17,2,2,Jagdish  Prasad Sahoo,1,,,,3,4,6,3,,,,,,,,,,,,,,,,,,,,CONSTITUTIVE MODELING OF FRICTIONAL MATERIALS,AgACAgUAAyEGAASewoS2AAIOIGgiAAFOwpJeCe4hT-0qKiAM6-8PnwACkdExG7ApEFV45kFMk8ECKgEAAwIAA3cAAzYE
2022-2023,Even,MBA776A,47,44,3,3,Suman   Saurabh,1,1,,1,11,14,10,3,3,,,,,,,,,,,,,,,,,,,MERGERS AND ACQUISITIONS,AgACAgUAAyEGAASewoS2AAIOIWgiAAFUJCWl8yu0DPBhMWRr4igoigACktExG7ApEFXe780vhCsaTgEAAwIAA3cAAzYE
2022-2023,Even,MBA781A,0,0,0,0,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,PUBLIC PRIVATE PARTNERSHIP (PPP) IN INFRASTRUCTURE,AgACAgUAAyEGAASewoS2AAIOImgiAAFatX6jrarSAAEorLMMRXNqN1YAApPRMRuwKRBV1JQrF0TNmCUBAAMCAAN3AAM2BA
2022-2023,Even,BSE222A,,,,,ASHOK  KUMAR,6,9,1,,8,5,7,6,14,,,,,,,,,,,,,,,,,,,BIOCHEMICAL ENGINEERING,AgACAgUAAyEGAASewoS2AAIOI2giAAFgS2L3ht3WKQe2TMLM6G7UPQAClNExG7ApEFWlJFT0Cot1SQEAAwIAA3cAAzYE
2022-2023,Even,DES637A,27,27,,,MAINAK  DAS,,,,,13,14,,,,,,,,,,,,,,,,,,,,,,DESIGN FOR BIOSECURITY,AgACAgUAAyEGAASewoS2AAIOJGgiAAFnnKMquLyDL_UAATgMV11Zg4kAApbRMRuwKRBVdp-VeV-WlrABAAMCAAN3AAM2BA
2022-2023,Even,DES682A,18,18,,,JANAKARAJAN  RAMKUMAR,,,,3,6,3,6,,,,,,,,,,,,,,,,,,,,,DESIGN PROJECT II,AgACAgUAAyEGAASewoS2AAIOJWgiAAFtdayKSWQVrJF1xnof0IYB5gACl9ExG7ApEFWkGZDKpYbuqwEAAwIAA3cAAzYE
2022-2023,Even,DES698A,8,8,,,KOUMUDI  PATIL,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,SPECIAL STUDIES/PROJECT COURSES IN DESIGN,AgACAgUAAyEGAASewoS2AAIOJmgiAAFzoJNV7lL3F2p4zM3t9qlDngACmNExG7ApEFUZ_aPP7PlVHgEAAwIAA3cAAzYE
2022-2023,Even,CHE802A,11,11,,,NITIN  KAISTHA,,,,,,,,,,,11,,,,,,,,,,,,,,,,,PHD SEMINAR,AgACAgUAAyEGAASewoS2AAIOJ2giAAF5Jmgz6PffCF7OU6nPxKovCwACmdExG7ApEFXRr-51tgsk6AEAAwIAA3cAAzYE
2022-2023,Even,CHE899,10,10,,,DPGCCHE,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,MS - RESEARCH THESIS,AgACAgUAAyEGAASewoS2AAIOKGgiAAF_oPHKFesetITg7GTdZCVb8QACmtExG7ApEFVrgMsgH3PqjwEAAwIAA3cAAzYE
2022-2023,Even,CHM242A,27,27,,,Ritika   Gautam,,,,10,10,6,1,,,,,,,,,,,,,,,,,,,,,BASIC INORGANIC CHEMISTRY,AgACAgUAAyEGAASewoS2AAIOKWgiAAGF4BTd6dm2NUMYvnISsZYGiwACm9ExG7ApEFUYBK9stUWi8QEAAwIAA3cAAzYE
2022-2023,Even,CHM322A,88,84,4,4,THIRUVANCHERIL G  GOPAKUMAR,,,,,24,19,23,9,8,,,,,,,,,,,,,,,,,,,PHYSICAL CHEMISTRY -II,AgACAgUAAyEGAASewoS2AAIOKmgiAAGLhYQq9szsrHrg6aX-3tqwTQACnNExG7ApEFVNfL-qWnno7QEAAwIAA3cAAzYE
2022-2023,Even,CS899,34,34,,,DPGCCSE,,,,,,,,,,,,,1,7,15,11,1,,,,,,,,,,,MS - RESEARCH THESIS,AgACAgUAAyEGAASewoS2AAIOK2giAAGRRff5tJtUBEA-nV2UPqaxggACndExG7ApEFUI_l4hs64oGQEAAwIAA3cAAzYE
2022-2023,Even,CHM492A,2,2,,,DUGCCHM,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,UG PROJECT IV,AgACAgUAAyEGAASewoS2AAIOLGgiAAGXHJbudTuH5rErG3kwhBa-YwACntExG7ApEFWyrEETuVwPuAEAAwIAA3cAAzYE
2022-2023,Even,CHM599,5,5,,,DUGCCHM,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,MS PROJECT,AgACAgUAAyEGAASewoS2AAIOLWgiAAGdvju7lwxyI0ul-36t8RKYDAACn9ExG7ApEFUr8kKXdeMaOwEAAwIAA3cAAzYE
2022-2023,Even,CHM602A,12,10,2,2,V K  SINGH,,,,1,3,,4,,2,,,,,,,,,,,,,,,,,,,ADVANCED ORGANIC CHEMISTRY II,AgACAgUAAyEGAASewoS2AAIOLmgiAAGkVnhhCQUmpGmRa3v6mxFcGgACoNExG7ApEFUYbSxIiie4TQEAAwIAA3cAAzYE
2022-2023,Even,CHM609A,5,4,1,1,Srinivas  Dharavath,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,PRINCIPLES OF ORGANIC CHEMISTRY,AgACAgUAAyEGAASewoS2AAIOL2giAAGqRbk5XwGtpW-BVy88Ot94JQACodExG7ApEFWdC-DP7qlALAEAAwIAA3cAAzYE
2022-2023,Even,CHM612A,5,5,,,ANAND  SINGH,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,FRONTIERS IN ORGANIC CHEMISTRY,AgACAgUAAyEGAASewoS2AAIOMGgiAAGwoilQ68imtENuM5pdVlvQigACotExG7ApEFXUbXKGHDOFIwEAAwIAA3cAAzYE
2022-2023,Even,CHM622A,6,4,2,2,KESHAVAMURTHY  SRIHARI,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,CHEMICAL KINETICS,AgACAgUAAyEGAASewoS2AAIOMWgiAAG2Ne29VqlMDxvILE_EhdjbRAACo9ExG7ApEFXBFOXZPuGMMwEAAwIAA3cAAzYE
2022-2023,Even,CHM626A,20,16,4,3,DASARI  L V K PRASAD,,,1,,,4,5,3,4,,,,,,,,,,,,,,,,,,,SOLID STATE CHEMISTRY,AgACAgUAAyEGAASewoS2AAIOMmgiAAG8oeLN2XbyyYanoHxjkBT8MAACpNExG7ApEFX_qbkYHKH-vAEAAwIAA3cAAzYE
2022-2023,Even,CHM629A,3,3,,,DEBABRATA GOSWAMI,,,,,3,,,,,,,,,,,,,,,,,,,,,,,PRINCIPLES OF PHYSICAL CHEMISTRY,AgACAgUAAyEGAASewoS2AAIOM2giAAHCCKJkrFBC_B4dtJD0H_K9-gACpdExG7ApEFVCjYraJWlSZwEAAwIAA3cAAzYE
2022-2023,Even,CHM631A,11,6,5,5,ANANTHARAMAN  GANAPATHI,,,,,2,,3,,1,,,,,,,,,,,,,,,,,,,APPLICATIONS OF MODERN INSTRUMENTAL METHODS,AgACAgUAAyEGAASewoS2AAIONGgiAAHJk8f3t08BXKnv1RUzpIBJ2gACptExG7ApEFWveJl1LX8hUwEAAwIAA3cAAzYE
2022-2023,Even,MTH304A,40,40,,,SAMEER LAXMAN  CHAVAN,1,1,1,1,4,4,8,9,8,2,,,,,,,,,,,,,,,,,,TOPOLOGY,AgACAgUAAyEGAASewoS2AAIONWgiAAHPNECtmey4uzD0EPh2tzohiwACp9ExG7ApEFWGYztgsl_0RwEAAwIAA3cAAzYE
2022-2023,Even,ES314A,24,24,,,Deepa  Mele Veedu,,,,,2,5,15,2,,,,,,,,,,,,,,,,,,,,FUNDAMENTALS OF GEOPHYSICS,AgACAgUAAyEGAASewoS2AAIONmgiAAHVdqf1PbkzGzwrIfxOv9mDmwACqNExG7ApEFVXzfGANl_Y0wEAAwIAA3cAAzYE
2022-2023,Even,PHY226B,58,56,2,2,G SENGUPTA,1,2,1,5,12,11,5,8,9,2,,,,,,,,,,,,,,,,,,RELATIVITY,AgACAgUAAyEGAASewoS2AAION2giAAHcAtJ2tXSu_IhRakr26o2oTQACqdExG7ApEFXgJ_neepQI-gEAAwIAA3cAAzYE
2022-2023,Even,PHY306A,38,37,1,1,SAGAR  CHAKRABORTY,9,6,2,,1,,4,5,10,,,,,,,,,,,,,,,,,,,ORDER AND CHAOS IN NATURE,AgACAgUAAyEGAASewoS2AAIOOGgiAAHi9n9ytj64b3XlilIDfyWtIQACqtExG7ApEFWilWkrJy92qgEAAwIAA3cAAzYE
2022-2023,Even,ES312A,23,23,,,DEBAJYOTI  PAUL,,,1,,6,9,7,,,,,,,,,,,,,,,,,,,,,FIELD GEOLOGY-I,AgACAgUAAyEGAASewoS2AAIOOWgiAAHohV5PwzMm1OODvPpTwguz_wACq9ExG7ApEFWpiYFi_33ZmQEAAwIAA3cAAzYE
2022-2023,Even,PSY799,15,15,,,DPGCHSS,,,,,,,,,,,,,,2,,11,,,,1,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIOOmgiAAHuMuAmgzuJfCQstwABSbT4uK8AAqzRMRuwKRBVd_UKQHkavdIBAAMCAAN3AAM2BA
2022-2023,Even,SEE605A,31,30,1,1,Laltu  Chandra,,,,1,6,5,12,5,1,,,,,,,,,,,,,,,,,,,AN INTRODUCTION TO SUSTAINABLE ENERGY TECHNOLOGIES,AgACAgUAAyEGAASewoS2AAIOO2giAAH0x1r6Zk0KKpxIUqlm-h_5AQACrdExG7ApEFV-E4KQtQJbCAEAAwIAA3cAAzYE
2022-2023,Even,EE492A,5,1,4,4,DUGCEE,,,,,,,1,,,,,,,,,,,,,,,,,,,,,UNDER GRADUATE PROJECT-IV,AgACAgUAAyEGAASewoS2AAIOPGgiAAH6mDHr2tySkbu_UhXJAAHXct4AAq7RMRuwKRBVekCA1Wy_xAsBAAMCAAN3AAM2BA
2022-2023,Even,EE600A,12,11,1,1,K S  VENKATESH,,,1,,4,,4,,2,,,,,,,,,,,,,,,,,,,MATHEMATICAL STRUCTURES OF SIGNALS & SYSTEMS,AgACAgUAAyEGAASewoS2AAIOPWgiAQABDHp9HsgAAWvOhD5GMguJ0aoAAq_RMRuwKRBVJFO9DGZyNAMBAAMCAAN3AAM2BA
2022-2023,Even,ENG701A,2,1,1,1,Usha  Udaar,,1,,,,,,,,,,,,,,,,,,,,,,,,,,FUNDAMENTALS OF MODERN LINGUISTICS,AgACAgUAAyEGAASewoS2AAIOPmgiAQacZbG9acCZuzJgqk8OrDdRAAKw0TEbsCkQVZGoCQlyMW0qAQADAgADdwADNgQ
2022-2023,Even,ENG713A,2,2,,,SUDHARSHANA  N P,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,FORM FOCUSSED INSTRUCTION IN ESL CONTEXTS,AgACAgUAAyEGAASewoS2AAIOP2giAQzKAg4fHaCjpkl87YRUdbMLAAKx0TEbsCkQVYztIb069cB1AQADAgADdwADNgQ
2022-2023,Even,ENG735A,2,2,,,SAYAN  CHATTOPADHYAY,,,,,2,,,,,,,,,,,,,,,,,,,,,,,COMMONWEALTH LITERATURE,AgACAgUAAyEGAASewoS2AAIOQGgiARIBQCFIXJliSTahrf6QgmQVAAKy0TEbsCkQVUlySiCoAvmZAQADAgADdwADNgQ
2022-2023,Even,ENG742A,13,12,1,1,SUCHITRA  MATHUR,,1,,1,2,2,5,1,,,,,,,,,,,,,,,,,,,,RESPONSBILE DISSENT,AgACAgUAAyEGAASewoS2AAIOQWgiARi87TsaIJ1H-i17MVcjOI9nAAKz0TEbsCkQVRvWiwlC9vRIAQADAgADdwADNgQ
2022-2023,Even,ES416A,25,25,,,ANIMESH  MANDAL,5,1,,,,1,5,5,6,2,,,,,,,,,,,,,,,,,,EXPLORATION GEOPHYSICS,AgACAgUAAyEGAASewoS2AAIOQmgiAR4AAaNpi55WWC36qSbDkCFNhAACtNExG7ApEFXC01DDhjViaAEAAwIAA3cAAzYE
2022-2023,Even,CE898A,1,1,,,DPGCCE,,,,,,,,,,,1,,,,,,,,,,,,,,,,,MS RESEARCH SEMINAR II,AgACAgUAAyEGAASewoS2AAIOQ2giASQlr5sMwenp_SMM0726B1OsAAK10TEbsCkQVZ9dUP7qY7FuAQADAgADdwADNgQ
2022-2023,Even,CE899,5,5,,,DPGCCE,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,MS - RESEARCH THESIS,AgACAgUAAyEGAASewoS2AAIORGgiAStzLPwr7wZl514hRwXf2erpAAK20TEbsCkQVS_BHnXr53t1AQADAgADdwADNgQ
2022-2023,Even,CGS402A,19,17,2,2,Nisheeth  Srivastava,,1,,1,7,3,3,2,,,,,,,,,,,,,,,,,,,,APPLIED COGNITIVE SCIENCE,AgACAgUAAyEGAASewoS2AAIORWgiATFT7ThdHDy4TkjkE8gNm7xdAAK30TEbsCkQVfJTkRmneDCvAQADAgADdwADNgQ
2022-2023,Even,EE675A,,,,,Subrahmanya  Swamy Peruru,1,,,3,8,13,17,7,2,,1,,,,,,,,,,,,,,,,,INTRODUCTION TO REINFORCEMENT LEARNING,AgACAgUAAyEGAASewoS2AAIORmgiATc-gpOti8bS1IYan24k5MU3AAK40TEbsCkQVdJufS2E9F3OAQADAgADdwADNgQ
2022-2023,Even,PHY799,173,173,,,DPGCPHY,,,,,,,,,,,,,3,13,10,144,3,,,,,,,,,,,RESEARCH,AgACAgUAAyEGAASewoS2AAIOR2giAT5aRl-7NlwCJUvOoqjDXKFLAAK50TEbsCkQVbBHiaE1gyMKAQADAgADdwADNgQ
2022-2023,Even,PSE605A,11,11,,,PRATIK  SEN,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,PHOTONICS LAB TECHNIQUES,AgACAgUAAyEGAASewoS2AAIOSGgiAUSR7HiMH8Cc3jRmozsChaisAAK60TEbsCkQVdMTAAH9rTmmQAEAAwIAA3cAAzYE
2022-2023,Even,PSE606A,4,4,,,PRADIPTA K  PANIGRAHI,,,,,,,,,,,4,,,,,,,,,,,,,,,,,RESEARCH IN PHOTONICS AND LASERS,AgACAgUAAyEGAASewoS2AAIOSWgiAUqSjmngtpwfImWjdYBZT_OqAAK70TEbsCkQVQ1cfbpO1vPIAQADAgADdwADNgQ
2022-2023,Even,PSE699,7,7,,,DPGCPSE,,,,,,,,,,,,,1,1,1,4,,,,,,,,,,,,M. TECH THESIS,AgACAgUAAyEGAASewoS2AAIOSmgiAVBcAuYGczTlP5kCCarx6U-aAAK80TEbsCkQVS3X9BGtCncHAQADAgADdwADNgQ
2022-2023,Even,PSE799,17,17,,,DPGCPSE,,,,,,,,,,,,,,,5,9,1,2,,,,,,,,,,PHD THESIS,AgACAgUAAyEGAASewoS2AAIOS2giAVbjTd7cbBkP1dgobFGF3nMeAAK90TEbsCkQVZgB4ZCm-SmLAQADAgADdwADNgQ
2022-2023,Even,PSE899,4,4,,,DPGCPSE,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,MS - RESEARCH THESIS,AgACAgUAAyEGAASewoS2AAIOTGgiAVxuw08XfvsbnikistMUU6iuAAK-0TEbsCkQVQ5IPFKxkPGrAQADAgADdwADNgQ
2022-2023,Even,MTH652A,3,3,,,RAMA RAWAT,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,ADVANCED CALCULUS,AgACAgUAAyEGAASewoS2AAIOTWgiAWNzzW2tSqDHOkG646McjsyqAAK_0TEbsCkQVfmKQjNY_N-rAQADAgADdwADNgQ
2022-2023,Even,MTH653A,33,29,4,4,DHIRENDRA  BAHUGUNA,,1,,2,5,3,4,10,4,,,,,,,,,,,,,,,,,,,INTEGRAL EQUATIONS,AgACAgUAAyEGAASewoS2AAIOTmgiAWmJFsXW8revsLb87J7kwsxSAALA0TEbsCkQVeqBgCZ719oBAQADAgADdwADNgQ
2022-2023,Even,MTH674A,1,1,,,Adimurthi  Adi,,,,,,1,,,,,,,,,,,,,,,,,,,,,,VARIATIONAL METHODS IN PDE,AgACAgUAAyEGAASewoS2AAIOT2giAW8icW8O5si8ONE8L2TTUWQSAALB0TEbsCkQVcxo62VELJvzAQADAgADdwADNgQ
2022-2023,Even,AE371A,2,2,,,DUGCAE,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,B TECH PROJECT 1,AgACAgUAAyEGAASewoS2AAIOUGgiAXUy1nKCPlUW41jmPv9TEDwtAALD0TEbsCkQVU4WKhTp1_uTAQADAgADdwADNgQ
2022-2023,Even,CE242P,1,1,,,SUDHIR  MISRA,,,,,,,,,1,,,,,,,,,,,,,,,,,,,CIVIL ENGINEERING MATERIALS,AgACAgUAAyEGAASewoS2AAIOUWgiAXsDU93VaccEFSg_H9E9snpwAALE0TEbsCkQVQdN62d5_4Y3AQADAgADdwADNgQ
2022-2023,Even,EE798I,15,11,4,4,Rituraj,1,,,2,1,,4,1,2,,,,,,,,,,,,,,,,,,,NANOPHOTONICS,AgACAgUAAyEGAASewoS2AAIOUmgiAYGPajRzatsvSF7mWPVnH7mkAALF0TEbsCkQVaSoStFlacQuAQADAgADdwADNgQ
2022-2023,Even,EE798K,6,5,1,1,Sandip  Tiwari,,,,2,2,,1,,,,,,,,,,,,,,,,,,,,,"INTEGRATED QUANTUM, STATISTICAL AND INFORMATION MECHANICS",AgACAgUAAyEGAASewoS2AAIOU2giAYgIwjYcEuabSyIpPBKhZSgMAALG0TEbsCkQVX7Zvi1Z55JJAQADAgADdwADNgQ
2022-2023,Even,BSE421A,,,,,DHIRENDRA S  KATTI,5,1,,2,5,5,9,15,7,,,,,,,,,,,,,,,,,,,TISSUE ENGINEERING,AgACAgUAAyEGAASewoS2AAIOVGgiAY6DM28VlzPzh-7xlowq5gM-AALH0TEbsCkQVdOhmgABEVsFfQEAAwIAA3cAAzYE
2022-2023,Even,BSE499A,4,4,,,DUGCBSBE,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,UNDER GRADUATE PROJECT IV,AgACAgUAAyEGAASewoS2AAIOVWgiAZTRzC4zteAg8ij_vhdMFl-MAALI0TEbsCkQVbIESsojCTJJAQADAgADdwADNgQ
2022-2023,Even,CHM637A,38,32,6,6,Devendra  Mani,,,,1,7,7,9,3,5,,,,,,,,,,,,,,,,,,,MOLECULAR SPECTROSCOPY,AgACAgUAAyEGAASewoS2AAIOVmgiAZr1ds0FPTYQVuLko1p4QRolAALJ0TEbsCkQVRH9IeQXBNpfAQADAgADdwADNgQ
2022-2023,Even,BSE633A,6,6,,,RAMASUBBU    SANKARARAMAKRISHNAN,1,,,,4,,,,1,,,,,,,,,,,,,,,,,,,BIOINFORMATICS AND COMPUTATIONAL BIOLOGY,AgACAgUAAyEGAASewoS2AAIOV2giAaFuh3YojiM_AoZGrUI9ZC_ZAALK0TEbsCkQVegkHvmvrQ0XAQADAgADdwADNgQ
2022-2023,Even,PHY502A,18,18,,,SAGAR  CHAKRABORTY,,,,2,,9,5,1,,,,,,,,,,,,,,,,,,,,M.SC. REVIEW PROJECT III,AgACAgUAAyEGAASewoS2AAIOWGgiAactvVd3pCDfDCcTcUQNqrRhAALL0TEbsCkQVV4wKPrbC6hHAQADAgADdwADNgQ
2022-2023,Even,CGS641A,7,7,,,Pragathi P Balasubramani,,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,TOPICS IN TRANSLATIONAL NEUROSCIENCE,AgACAgUAAyEGAASewoS2AAIOWWgiAa2w661HtQ-xo2wzfkqNykuYAALM0TEbsCkQVbSSgfVl2rd2AQADAgADdwADNgQ
2022-2023,Even,CGS702A,2,2,,,ARK  VERMA,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,PROJECT,AgACAgUAAyEGAASewoS2AAIOWmgiAbNAPOMWG1tRP3O18nDLURcNAALN0TEbsCkQVYXCWic5vTD3AQADAgADdwADNgQ
2022-2023,Even,MBA698A,0,0,0,0,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,MANAGEMENT SEMINARS,AgACAgUAAyEGAASewoS2AAIOW2giAbmV6O70CkzHTzJAfxcrZWExAALO0TEbsCkQVZ293WhtV9_2AQADAgADdwADNgQ
2022-2023,Even,AE711A,7,5,2,2,MANGAL  KOTHARI,,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,FUNDAMENTALS OF GLOBAL NAVIGATION SATELLITE SYSTEMS (GNSS) TECHNOLOGY,AgACAgUAAyEGAASewoS2AAIOXGgiAcBpAZSKmmNx0igxA4fm9TEIAALQ0TEbsCkQVRFqd6a-KvKGAQADAgADdwADNgQ
2022-2023,Even,BSE654A,,,,,SUBRAMANIAM  GANESH,2,6,,,3,2,2,1,4,,,,,,,,,,,,,,,,,,,HUMAN MOLECULAR GENETICS,AgACAgUAAyEGAASewoS2AAIOXWgiAcYwQh_e1WN9tl0t6BfKDSQnAALR0TEbsCkQVXDVYJRni-u9AQADAgADdwADNgQ
2022-2023,Even,MSE449A,1,1,,,DUGCMSE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,UNDER GRADUATE PROJECT IV,AgACAgUAAyEGAASewoS2AAIOXmgiAcxCd9iDk2GvzVY7EBPfB5acAALS0TEbsCkQVevtZaszDHdiAQADAgADdwADNgQ
2022-2023,Even,PHI758A,,,,,A V RAVISHANKAR  SARMA,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,CONTEMPORARY EPISTEMOLOGY,AgACAgUAAyEGAASewoS2AAIOX2giAdKtQlakDUwNmNX16IdMr-s2AALT0TEbsCkQVW1Zv63yzK3hAQADAgADdwADNgQ
2022-2023,Even,EE662A,15,13,2,2,PARTHASARATHI  SENSARMA,,,1,,3,3,3,2,,,,,,,,,,,,,,,,,,,,CONTROL TECHNIQUES IN POWER ELECTRONICS,AgACAgUAAyEGAASewoS2AAIOYGgiAdiC56IoBVrd8iuaFR5e8KXCAALU0TEbsCkQVQABEip8EfBzMQEAAwIAA3cAAzYE
2022-2023,Even,EE668A,4,3,1,1,ADRISH BANERJEE,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,CODING THEORY,AgACAgUAAyEGAASewoS2AAIOYWgiAd6GIl5evhUy4R1DoJOxPnpfAALV0TEbsCkQVb8Y0RyZBrszAQADAgADdwADNgQ
2022-2023,Even,EE672A,7,3,4,3,Abhishek Kumar Gupta,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,ANALYSIS OF MODERN WIRELESS NETWORKS,AgACAgUAAyEGAASewoS2AAIOYmgiAeUYmcXqoBu1i9rgiFnsvfwOAALW0TEbsCkQVV2S3jU7m1NAAQADAgADdwADNgQ
